id,track_duration_ms,track_key,track_mode,source_type,source_ref,artist_popularity,track_popularity,track_album_release_date,track_danceability,track_energy,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,normalized_views,normalized_likes
EDs6goDO8OU,319000,3,0,0,0,0.122,0.122,0.19462157597653348,0.17382942182555225,0.2,0.15827498408656904,0.12994066868939588,0.11170896505659163,0.0,0.11469843109798966,0.027263769143703227,0.06221198156682028,0.00010917316767427783,0.0005533418870950151
kvGfRQx7eu4,164000,5,1,0,0,0.12,0.12,0.19442300272949078,0.1574037050328165,0.2,0.13916802846513085,0.11771548700574033,0.13240096376104882,0.0,0.10966711757252111,0.1528281532115796,0.046826222684703434,0.00010229612292151746,0.00035799060197959446
MYIVW-wvlJQ,230000,3,0,0,0,0.12,0.12,0.19454568680904283,0.1842635235412464,0.2,0.15292965814417359,0.10000279949899493,0.148612238217253,0.0,0.04765960700194011,0.02829152631120717,0.07444168734491316,0.00010197248844180896,0.000418598461590286
njZRXRLnV_s,228000,0,1,seed_query,file:data_extraction/seed_queries.txt,0.12,0.12,0.18424023782849883,0.0,0.07142506338663916,0.1868370925757482,0.0,0.0,0.2,0.2,0.11882038550250143,0.1099583059030064,9.819750460939041e-05,0.000217350483992381
SKs80r2Lp34,346000,11,1,0,0,0.12,0.12,0.19449679270633036,0.1557158676453239,0.015205771566233806,0.015500415276175118,0.08284078895815511,0.16896211142293055,0.0,0.006990191287175204,0.1474076264354414,0.042338709677419366,9.749986744987942e-05,0.0004062047346304946
cLXMddTRrxY,266000,0,1,seed_query,curated_builtin,0.12,0.12,0.0097084458346548,0.0,0.07142506338663916,0.1868370925757482,0.0,0.0,0.2,0.2,0.11882038550250143,0.1099583059030064,9.708761876739359e-05,6.587752823191613e-05
DHi8tNxsKT4,193000,5,1,0,0,0.12,0.12,0.19463675163179187,0.1873823389660851,0.2,0.13753093612890746,0.09560070682485071,0.13213664406654027,0.0,0.07576857682095028,0.17563556016453083,0.10557184750733138,9.419041358624013e-05,0.00023363976345191313
ZWpt17pHYH0,209000,8,0,0,0,0.118,0.118,0.19451029392767377,0.18341867025701208,0.2,0.1146045474986721,0.1310937740872496,0.14991237770583152,0.0,0.04706784096423661,0.025701565332868465,0.06810035842293909,9.340998839635074e-05,2.2239335674889467e-05
qpTPHtlwrJM,200000,0,0,0,0,0.118,0.118,0.19457436790159238,0.1819406981552001,0.2,0.1582649839248898,0.10083275279107683,0.13963046890643427,0.0,0.07756444061116348,0.029195651270223395,0.07444168734491316,8.694406467980546e-05,4.2931123096457296e-05
f9imDgsjxXc,227000,5,0,0,0,0.118,0.118,0.0920412436260997,0.19999999999999996,0.2,0.15266772277156576,0.10710546851352694,0.12934914246557014,0.0,0.09160351689025577,0.03576353612812104,0.08870967741935484,8.478809898063242e-05,0.00011429177488109062
AYtbfAAHP6c,227000,8,0,0,0,0.11599999999999999,0.11599999999999999,0.19451275041989657,0.15506252251258706,0.2,0.12311847257410746,0.09711799361651291,0.12796069722503933,0.0,0.03395077842555137,0.05483179130704596,0.13752122241086592,7.873724306224984e-05,8.814354577324218e-05
JBnTJeBRXmc,303000,5,0,0,0,0.11599999999999999,0.11599999999999999,0.13217538018718553,0.17394328707006676,0.2,0.15870250596865937,0.0797081947912317,0.14438355947599524,0.0,0.036452801999137883,0.048635791430282405,0.12580645161290324,7.660608558103354e-05,0.0003645810229894297
OLpxwid-WtU,179000,3,0,0,0,0.11400000000000002,0.11400000000000002,0.19438512665489638,0.10707783296986656,0.2,0.15933140835211104,0.06810267218651572,0.16299612987839862,0.0,0.07404241082094883,0.06065855388517203,0.20000000000000007,7.212726253461477e-05,0.00027290212991334066
UhJBtTPbeCQ,188000,2,0,0,0,0.11400000000000002,0.11400000000000002,0.1943926633641591,0.1851050675569538,0.2,0.09439766391432675,0.12075960686204466,0.16976602997346243,0.0,0.16356338556840347,0.028817951303762787,0.08129032258064517,7.147501313750193e-05,0.00020204843359100238
VdU_iaEoBKM,122000,1,0,0,0,0.11400000000000002,0.11400000000000002,0.1946089337545443,0.17091775877695384,0.2,0.19999999999999998,0.1130298931902996,0.13774865143073725,0.0,0.09440651479880954,0.04930367609274746,0.12580645161290324,6.970620599129027e-05,0.0007762421993062049
GNMaG_sq20w,181000,3,0,0,0,0.11400000000000002,0.11400000000000002,0.19418395638403904,0.16512605123516064,0.2,0.12525712990569307,0.14002121517569643,0.160453101847576,0.0,0.07943374084167559,0.04701819540489627,0.12580645161290324,6.708471032333793e-05,0.00017679404700877936
zg99uHoY3nY,200000,4,1,0,0,0.11200000000000002,0.11200000000000002,0.099823683619457,0.15590049741006096,0.2,0.16420289429829105,0.11271092441989006,0.12503605004148707,0.0,0.12102516898462186,0.18873987968108175,0.13752122241086592,6.360329040340755e-05,8.626247418946328e-05
O6PCWtrS1_0,940000,1,0,0,0,0.11200000000000002,0.11200000000000002,0.12732988674100554,0.1592588757857644,0.2,0.0758786219896968,0.08970731249999579,0.1657408692579836,0.0,0.09004010122369105,0.05102875481068794,0.13752122241086592,6.199705226123064e-05,5.8846856425877283e-05
8QDJZieQQUU,265000,8,0,0,0,0.11200000000000002,0.11200000000000002,0.09866741568131294,0.14727035055860824,0.2,0.12833953004030604,0.11619478429085157,0.11512916704944272,0.0,0.10808840326390919,0.061171039440900944,0.15053763440860216,6.0282278165492955e-05,7.194765284623808e-05
PrU4SVVBVdw,227000,2,0,0,0,0.11200000000000002,0.11200000000000002,0.19454895557386573,0.17878087483743596,0.2,0.143320041701273,0.1643330091496722,0.10118018581476976,0.0,0.15606102808827144,0.033066142642401083,0.07444168734491316,5.931513354727002e-05,0.00032860052609970153
x59r7Sy6jqA,230000,4,1,0,0,0.11000000000000001,0.11000000000000001,0.1946266333571896,0.18109119000402096,0.2,0.16615929568921173,0.10141174492820548,0.14190940798184767,0.0,0.09243415189086385,0.17838834524583905,0.11520737327188942,5.795998464138263e-05,0.00013711811161758481
NaZPFC5ZM6I,171000,0,1,0,0,0.11000000000000001,0.11000000000000001,0.19451849324339135,0.18050646757821454,0.2,0.1127797724873396,0.09467740317706445,0.15320659715018103,0.0,0.020755827184329185,0.1735146116287813,0.10557184750733138,5.6469706124049e-05,1.5515505332871295e-05
2seS3W2VQ_Y,300000,0,1,0,0,0.10800000000000001,0.10800000000000001,0.19461398516260786,0.1345519920735668,0.2,0.1813870119457021,0.10347571882154996,0.15036804713611018,0.0,0.09744551195212836,0.19554341175453333,0.1650853889943074,5.127285431472299e-05,0.0005331170323360875
xVTjhyxsJqM,145000,2,0,0,0,0.10600000000000001,0.10600000000000001,0.19454947905404474,0.11749797443757384,0.2,0.16602350008054023,0.09876500671936563,0.13883207141107837,0.0,0.15820687485805945,0.06309096197932298,0.18145161290322587,4.493181742266451e-05,0.00024904854131903813
